Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/cin/create/20,567,3,45,1038.4079709524494,14.149291999274283,12400.642484000855,3.0211640211640214,0.0787193073439776,0.0004165042716612571,45,110,840,1300,3400,6300,9200,9700,12000,12000,12000
POST,/cin/create/200,495,2,42,932.1252624585408,8.693493000464514,12265.98162299888,3.0727272727272728,0.06872320482410743,0.0002776695144408381,42,72,470,1100,3100,6700,9700,11000,12000,12000,12000
POST,/cin/create/201,544,2,44,1012.0257108547269,14.213468999514589,13079.751762001251,2.988970588235294,0.07552610792790795,0.0002776695144408381,44,73,670,1300,3500,5900,9000,12000,13000,13000,13000
POST,/cin/create/202,555,3,45,1121.107734598114,13.871268000002601,16600.384182000198,3.0594594594594593,0.07705329025733257,0.0004165042716612571,45,100,690,1400,4300,6500,9900,12000,17000,17000,17000
POST,/cin/create/203,553,1,43,873.8868616166035,14.733452000655234,11731.431468000665,3.0325497287522603,0.07677562074289174,0.00013883475722041905,43,67,310,750,3400,5900,8500,9500,12000,12000,12000
POST,/cin/create/204,553,3,43,1088.4069897323907,14.611652000894537,13101.722989000336,3.097649186256781,0.07677562074289174,0.0004165042716612571,43,64,750,1400,4200,6800,9300,11000,13000,13000,13000
POST,/cin/create/205,545,2,44,963.5590632073397,11.07842799865466,12137.015068999972,3.0660550458715594,0.07566494268512838,0.0002776695144408381,44,160,690,1400,3500,5800,7800,8900,12000,12000,12000
POST,/cin/create/206,505,2,44,824.1341033207794,13.924386001235689,12438.559098998667,2.988118811881188,0.07011155239631162,0.0002776695144408381,44,67,400,980,2800,4800,8100,9900,12000,12000,12000
POST,/cin/create/207,549,6,46,1209.4596985610497,8.480303999021999,12134.336936000182,3.081967213114754,0.07622028171401006,0.0008330085433225142,46,330,1000,1800,4400,7400,9700,11000,12000,12000,12000
POST,/cin/create/208,536,5,45,1068.61921166226,10.296491998815327,14244.076532999316,3.128731343283582,0.0744154298701446,0.0006941737861020952,46,110,720,1300,3800,6800,9000,12000,14000,14000,14000
POST,/cin/create/209,512,4,45,1074.762162712917,13.508092999472865,14149.316515000464,3.09765625,0.07108339569685455,0.0005553390288816762,45,110,620,1200,3700,6500,11000,13000,14000,14000,14000
POST,/cin/create/21,531,3,43,941.7847115292342,2.1680150002794107,12766.230172999713,3.062146892655367,0.07372125608404251,0.0004165042716612571,43,78,530,990,3400,6000,8100,11000,13000,13000,13000
POST,/cin/create/210,544,1,43,1020.4684431672695,14.35795399993367,35929.22815700149,3.0330882352941178,0.07552610792790795,0.00013883475722041905,43,60,390,870,3900,7100,9500,11000,36000,36000,36000
POST,/cin/create/211,525,3,42,944.724484769486,11.999369999102782,13102.669001000322,3.0628571428571427,0.07288824754072,0.0004165042716612571,42,57,330,920,3300,6500,9500,11000,13000,13000,13000
POST,/cin/create/212,527,1,46,1097.7899166831094,11.596480000662268,37731.02319799909,3.03415559772296,0.07316591705516083,0.00013883475722041905,46,220,720,1100,4200,6300,9000,10000,38000,38000,38000
POST,/cin/create/213,517,4,46,934.5072262650308,10.3557530001126,12820.76692499868,3.117988394584139,0.07177756948295665,0.0005553390288816762,46,110,620,1000,3100,5400,9100,11000,13000,13000,13000
POST,/cin/create/214,523,3,44,1057.8523324531834,9.65131900011329,17058.386890001202,3.063097514340344,0.07261057802627915,0.0004165042716612571,44,75,580,1200,3900,6700,9100,11000,17000,17000,17000
POST,/cin/create/215,547,3,45,1014.1811042321791,12.40102100018703,12475.311251999301,3.060329067641682,0.07594261219956921,0.0004165042716612571,45,88,600,1200,3700,6500,9300,9800,12000,12000,12000
POST,/cin/create/216,549,1,44,1003.3603402514035,13.626596999529283,13810.95936299971,3.0327868852459017,0.07622028171401006,0.00013883475722041905,44,76,560,1200,3900,6000,8900,10000,14000,14000,14000
POST,/cin/create/217,566,1,44,1044.841491685498,11.663262999718427,13174.523969999427,3.0318021201413425,0.07858047258675718,0.00013883475722041905,44,89,580,1100,3700,6500,9000,12000,13000,13000,13000
POST,/cin/create/218,533,3,43,1154.6115013846154,9.188554000502336,39745.129086000816,3.0619136960600377,0.07399892559848335,0.0004165042716612571,43,71,400,1000,4600,7400,9600,11000,40000,40000,40000
POST,/cin/create/219,529,2,42,893.6582526465494,1.003327999569592,12820.21689099929,3.0283553875236295,0.07344358656960168,0.0002776695144408381,42,56,290,810,2800,6300,9800,12000,13000,13000,13000
POST,/cin/create/22,514,3,46,1118.9878549533335,9.731563999594073,16848.63449399927,3.0642023346303504,0.07136106521129539,0.0004165042716612571,46,85,490,1100,4200,7500,10000,12000,17000,17000,17000
POST,/cin/create/220,511,6,43,1155.592869665366,10.237186999802361,14045.784036999976,3.1702544031311155,0.07094456093963412,0.0008330085433225142,43,91,660,1500,4400,7500,9600,11000,14000,14000,14000
POST,/cin/create/221,553,5,45,1070.0578421029943,13.765157000307227,36526.419093001095,3.0108499095840866,0.07677562074289174,0.0006941737861020952,45,98,540,1200,3700,6200,9400,12000,37000,37000,37000
POST,/cin/create/222,524,4,45,1158.9218853186965,12.118243999793776,15197.63796999905,3.0572519083969465,0.07274941278349958,0.0005553390288816762,45,100,750,1500,4100,6600,11000,12000,15000,15000,15000
POST,/cin/create/223,496,2,43,848.566639580627,14.332235999972909,15121.995028999663,3.0725806451612905,0.06886203958132785,0.0002776695144408381,44,72,380,710,3000,5800,8000,10000,15000,15000,15000
POST,/cin/create/224,551,3,46,1012.4853508420696,14.505462000670377,13258.0287890014,3.0217785843920146,0.07649795122845089,0.0004165042716612571,46,88,660,1100,3700,6000,9100,12000,13000,13000,13000
POST,/cin/create/225,535,2,44,955.6313041887607,12.939464000737644,12578.303534999577,3.02803738317757,0.07427659511292418,0.0002776695144408381,44,100,630,1100,3100,6300,9200,10000,13000,13000,13000
POST,/cin/create/226,537,3,43,1147.3245881694531,9.829067001192016,36512.500445000114,3.100558659217877,0.07455426462736503,0.0004165042716612571,43,120,820,1200,3900,6700,9500,10000,37000,37000,37000
POST,/cin/create/227,539,2,46,1038.8186506976365,9.675634999439353,15096.86784800033,3.066790352504638,0.07483193414180586,0.0002776695144408381,46,74,540,1000,3500,7500,11000,12000,15000,15000,15000
POST,/cin/create/228,552,1,45,1193.529645065173,12.387167998895166,12206.39434899931,2.994565217391304,0.07663678598567131,0.00013883475722041905,45,130,880,1500,4700,7700,9400,9800,12000,12000,12000
POST,/cin/create/229,547,2,44,959.3885103583709,15.20026899925142,14914.923234000526,3.0274223034734917,0.07594261219956921,0.0002776695144408381,44,63,440,1000,3400,5900,9800,12000,15000,15000,15000
POST,/cin/create/23,563,4,45,890.7458530585949,6.721993999235565,13841.189820001091,3.0905861456483126,0.07816396831509592,0.0005553390288816762,45,77,430,700,3100,5600,8800,11000,14000,14000,14000
POST,/cin/create/230,558,5,43,867.3651755573788,9.422347000509035,12064.914418000626,3.1236559139784945,0.07746979452899383,0.0006941737861020952,43,63,370,690,3200,5400,8800,11000,12000,12000,12000
POST,/cin/create/231,505,0,45,999.8834313584183,13.458375000482192,13809.388133000539,3.0,0.07011155239631162,0.0,45,64,540,1200,3700,6100,9200,11000,14000,14000,14000
POST,/cin/create/232,529,3,43,827.2818987730969,9.605600000213599,11835.062500000276,3.022684310018904,0.07344358656960168,0.0004165042716612571,43,54,210,700,3100,5700,8700,10000,12000,12000,12000
POST,/cin/create/233,573,3,43,993.5391919616318,11.922149000383797,12536.61727600047,3.020942408376963,0.0795523158873001,0.0004165042716612571,43,65,390,850,3500,6800,9400,11000,13000,13000,13000
POST,/cin/create/234,517,3,45,912.9303077370143,10.530801000641077,11653.901906000101,3.0638297872340425,0.07177756948295665,0.0004165042716612571,45,77,490,810,3500,6400,8100,8600,12000,12000,12000
POST,/cin/create/235,530,5,45,1023.2622452660266,14.26588200047263,13921.135300999595,3.1490566037735848,0.07358242132682209,0.0006941737861020952,45,88,540,1100,4100,6500,9600,11000,14000,14000,14000
POST,/cin/create/236,543,2,43,1093.8021891675805,11.439518000770477,13374.161121000725,3.027624309392265,0.07538727317068754,0.0002776695144408381,43,95,580,1300,4100,7000,9200,12000,13000,13000,13000
POST,/cin/create/237,538,3,44,970.6318712360676,14.02397800120525,13282.960328000627,2.983271375464684,0.07469309938458545,0.0004165042716612571,44,86,580,1000,3200,5600,10000,12000,13000,13000,13000
POST,/cin/create/238,569,2,44,963.5197185588991,10.461814999871422,13234.735808999176,3.0263620386643235,0.07899697685841843,0.0002776695144408381,44,76,490,970,3800,6300,8900,11000,13000,13000,13000
POST,/cin/create/239,556,1,44,1031.3780301816082,13.797419000184163,16540.100546999383,3.0323741007194243,0.07719212501455298,0.00013883475722041905,45,77,550,1100,3600,6100,11000,12000,17000,17000,17000
POST,/cin/create/24,528,3,43,1008.3901707519063,12.27979699979187,13131.025377000697,3.022727272727273,0.07330475181238126,0.0004165042716612571,43,67,470,1100,3700,6900,9100,10000,13000,13000,13000
POST,/cin/create/240,536,3,44,1044.7672571529845,13.92150399988168,15539.62061600032,3.0223880597014925,0.0744154298701446,0.0004165042716612571,44,68,540,960,3800,6400,12000,13000,16000,16000,16000
POST,/cin/create/241,527,3,44,909.9804985256312,10.283026998877176,36053.80659599905,3.1024667931688805,0.07316591705516083,0.0004165042716612571,44,61,400,770,3300,5500,8200,11000,36000,36000,36000
POST,/cin/create/242,477,5,44,938.8510637002179,10.28095400033635,13369.655920998412,3.209643605870021,0.06622417919413988,0.0006941737861020952,44,73,470,1100,3600,5900,8700,10000,13000,13000,13000
POST,/cin/create/243,530,6,44,966.1529360245146,13.32107499911217,13803.250294000463,3.0452830188679245,0.07358242132682209,0.0008330085433225142,44,73,430,940,3700,6000,9100,12000,14000,14000,14000
POST,/cin/create/244,561,2,44,1278.409603445648,12.82631600042805,30396.207695001067,3.0819964349376114,0.07788629880065508,0.0002776695144408381,44,90,710,1400,4600,8300,11000,12000,30000,30000,30000
POST,/cin/create/245,552,2,43,866.4084076540262,14.92289899942989,15562.21575500058,3.045289855072464,0.07663678598567131,0.0002776695144408381,44,64,290,580,2600,6200,9200,11000,16000,16000,16000
POST,/cin/create/246,542,2,44,897.8224417085139,14.588669000659138,15086.329329000364,2.988929889298893,0.07524843841346712,0.0002776695144408381,44,70,400,780,3400,5900,7700,10000,15000,15000,15000
POST,/cin/create/247,534,4,43,946.5395853801638,10.663814000508864,13213.86989200073,3.095505617977528,0.07413776035570377,0.0005553390288816762,44,64,300,780,3300,6100,9400,12000,13000,13000,13000
POST,/cin/create/248,537,3,45,1040.9640110279136,15.674086000217358,14389.626561000114,3.080074487895717,0.07455426462736503,0.0004165042716612571,45,70,520,1000,4100,6600,9700,12000,14000,14000,14000
POST,/cin/create/249,536,1,45,961.2464092966718,13.103053999657277,12684.948166999675,3.033582089552239,0.0744154298701446,0.00013883475722041905,45,80,600,1100,3800,6100,9200,9900,13000,13000,13000
POST,/cin/create/25,532,8,45,1055.5814864060048,12.748325001666672,12274.312236000696,3.268796992481203,0.07386009084126294,0.0011106780577633524,45,86,600,1200,3900,6800,9300,11000,12000,12000,12000
POST,/cin/create/250,540,3,44,1061.534545768595,12.878405999799725,13006.769933999749,3.061111111111111,0.07497076889902628,0.0004165042716612571,44,110,620,1100,3900,7000,11000,12000,13000,13000,13000
POST,/cin/create/251,569,1,44,1085.6049707241057,11.306899001283455,35954.3617470008,3.031634446397188,0.07899697685841843,0.00013883475722041905,44,120,730,1200,4000,6900,9000,11000,36000,36000,36000
POST,/cin/create/252,551,2,43,983.2552792032785,11.745829000574304,13412.928077001197,3.0834845735027225,0.07649795122845089,0.0002776695144408381,43,69,620,1100,3500,5900,9200,11000,13000,13000,13000
POST,/cin/create/253,497,0,43,949.3080354044267,14.530743999785045,13493.241363999914,3.0,0.06900087433854826,0.0,43,60,350,1200,3800,6000,9000,12000,13000,13000,13000
POST,/cin/create/254,543,7,44,1079.297462237579,10.150512998734484,31687.374404000366,3.0773480662983426,0.07538727317068754,0.0009718433005429333,44,76,550,1200,3600,6800,9700,11000,32000,32000,32000
POST,/cin/create/255,553,1,44,979.8359787630917,12.045216000842629,12205.911856999592,3.0325497287522603,0.07677562074289174,0.00013883475722041905,44,110,560,1000,4000,6000,8400,9700,12000,12000,12000
POST,/cin/create/256,513,2,44,970.3439194483801,6.272438000451075,15017.813997999838,2.9883040935672516,0.07122223045407497,0.0002776695144408381,44,72,620,1200,3100,5500,9200,12000,15000,15000,15000
POST,/cin/create/257,500,0,44,1067.8137016859637,13.176579999708338,13166.870336999636,3.0,0.06941737861020952,0.0,44,72,520,930,4100,7400,9600,11000,13000,13000,13000
POST,/cin/create/258,581,3,44,963.2961812186117,2.22116199984157,13038.559987999179,3.0567986230636834,0.08066299394506346,0.0004165042716612571,44,71,430,990,3500,6700,9500,11000,13000,13000,13000
POST,/cin/create/259,515,2,43,925.2398701689393,12.590954000188503,11434.246488999634,3.029126213592233,0.0714998999685158,0.0002776695144408381,43,72,470,990,3700,6100,8600,9400,11000,11000,11000
POST,/cin/create/26,525,4,46,1048.088049495226,10.392067000793759,30514.278773000115,3.097142857142857,0.07288824754072,0.0005553390288816762,46,170,720,1300,3600,6200,8500,11000,31000,31000,31000
POST,/cin/create/260,526,5,43,950.5487116045927,13.723846001084894,13828.11138299985,3.0513307984790874,0.07302708229794042,0.0006941737861020952,43,69,430,970,3500,6200,9200,10000,14000,14000,14000
POST,/cin/create/261,538,6,43,1086.0029749628095,7.250855000165757,39791.919194,3.1617100371747213,0.07469309938458545,0.0008330085433225142,43,68,470,1000,3800,6200,11000,13000,40000,40000,40000
POST,/cin/create/262,472,3,44,1087.3035234513,11.95825499962666,12041.704213999765,3.114406779661017,0.06553000540803779,0.0004165042716612571,44,94,650,1500,4400,6600,8800,9700,12000,12000,12000
POST,/cin/create/263,550,1,47,1094.9585316272928,13.272645001052297,14432.558622000215,3.0327272727272727,0.07635911647123048,0.00013883475722041905,47,190,760,1200,4100,7100,10000,11000,14000,14000,14000
POST,/cin/create/264,549,4,43,950.8611501347872,11.043986000004224,13372.951459999967,3.1311475409836067,0.07622028171401006,0.0005553390288816762,43,62,370,830,3600,6300,9900,11000,13000,13000,13000
POST,/cin/create/265,538,3,45,1101.900214648698,4.333504000896937,14058.085460001166,3.0223048327137545,0.07469309938458545,0.0004165042716612571,45,190,760,1500,3400,7500,11000,12000,14000,14000,14000
POST,/cin/create/266,528,2,43,940.1093396590647,14.503238000543206,13414.596959999471,3.028409090909091,0.07330475181238126,0.0002776695144408381,43,64,460,930,3100,6100,9600,12000,13000,13000,13000
POST,/cin/create/267,514,0,43,943.8039293268102,13.982481999846641,13135.029832999862,3.0,0.07136106521129539,0.0,44,77,490,1100,3400,6000,8700,9700,13000,13000,13000
POST,/cin/create/268,533,1,45,1195.8862976285047,13.779433000308927,13483.276060000208,2.9943714821763603,0.07399892559848335,0.00013883475722041905,45,100,920,1600,4600,7300,10000,12000,13000,13000,13000
POST,/cin/create/269,553,3,43,954.0588772224096,11.145247999593266,36478.84307399909,3.0216998191681737,0.07677562074289174,0.0004165042716612571,43,78,480,970,3000,5800,7800,9900,36000,36000,36000
POST,/cin/create/27,548,4,43,899.3668985200298,1.4100700009294087,13130.238735999228,3.091240875912409,0.07608144695678963,0.0005553390288816762,43,71,460,870,2800,5800,9100,10000,13000,13000,13000
POST,/cin/create/270,545,2,44,1054.3572257926803,14.373891999639454,13237.511307999739,3.0275229357798166,0.07566494268512838,0.0002776695144408381,44,130,730,1300,4100,6700,8800,9700,13000,13000,13000
POST,/cin/create/271,504,2,43,942.199311299599,10.622695999700227,13508.000521998838,3.0297619047619047,0.0699727176390912,0.0002776695144408381,43,65,590,970,3300,5500,10000,12000,14000,14000,14000
POST,/cin/create/272,503,1,43,981.5268954990369,13.601631000710768,13035.436619000393,3.0357852882703775,0.06983388288187078,0.00013883475722041905,43,64,290,740,2800,7100,11000,12000,13000,13000,13000
POST,/cin/create/273,496,0,42,1051.3342793064749,13.75793499937572,39815.65368899828,3.0,0.06886203958132785,0.0,42,64,410,1000,3700,7000,9900,12000,40000,40000,40000
POST,/cin/create/274,492,0,42,997.6730687052659,14.105722999374848,14146.781724999528,3.0,0.06830670055244617,0.0,43,58,290,930,3600,7000,9500,11000,14000,14000,14000
POST,/cin/create/275,516,2,44,1080.4129006763371,14.004239999849233,12003.984094999396,3.0290697674418605,0.07163873472573623,0.0002776695144408381,44,77,650,1200,4200,6700,9700,10000,12000,12000,12000
POST,/cin/create/276,517,4,44,1040.2648003132836,9.589408999090665,13155.910622001102,3.0986460348162477,0.07177756948295665,0.0005553390288816762,44,97,550,1100,3800,6900,9100,11000,13000,13000,13000
POST,/cin/create/277,529,5,44,1264.2560856729287,8.815068998956122,39851.92639700108,3.0907372400756143,0.07344358656960168,0.0006941737861020952,44,110,690,1400,4900,7400,10000,12000,40000,40000,40000
POST,/cin/create/278,540,0,45,1206.4810962944507,14.266288999351673,13992.063736001,3.0,0.07497076889902628,0.0,45,130,650,1300,4900,7700,11000,12000,14000,14000,14000
POST,/cin/create/279,546,3,45,998.6828117820112,9.801913000046625,13648.116930999095,3.0604395604395602,0.0758037774423488,0.0004165042716612571,45,120,560,1000,3600,6900,9700,11000,14000,14000,14000
POST,/cin/create/28,531,5,45,963.3241702618338,10.767128000225057,36692.435509999996,3.109227871939736,0.07372125608404251,0.0006941737861020952,45,100,650,1000,3000,5900,8400,9600,37000,37000,37000
POST,/cin/create/280,528,2,44,1071.5575247330107,11.723039999196772,30416.184895999322,3.028409090909091,0.07330475181238126,0.0002776695144408381,44,75,570,920,3900,6400,9600,11000,30000,30000,30000
POST,/cin/create/281,557,3,43,880.3038904883505,14.351648000229034,12521.42392800124,3.096947935368043,0.07733095977177341,0.0004165042716612571,43,65,490,1100,3200,5100,9000,10000,13000,13000,13000
POST,/cin/create/282,561,3,43,955.0691423957295,11.662970999168465,15058.456847998968,3.1140819964349378,0.07788629880065508,0.0004165042716612571,43,68,430,1000,3900,5400,8500,12000,15000,15000,15000
POST,/cin/create/283,527,0,44,802.8188222144029,14.447601000938448,14670.109166998373,3.0,0.07316591705516083,0.0,44,66,300,600,2400,5200,8800,11000,15000,15000,15000
POST,/cin/create/284,553,4,46,1139.6068607178925,13.744572999712545,15157.369603999541,3.0723327305605785,0.07677562074289174,0.0005553390288816762,46,130,740,1300,4300,7600,9100,11000,15000,15000,15000
POST,/cin/create/285,549,3,44,995.6692216922272,12.40119800058892,15123.130248999587,3.021857923497268,0.07622028171401006,0.0004165042716612571,44,97,460,910,3700,6700,9000,12000,15000,15000,15000
POST,/cin/create/286,520,3,44,901.3294322441759,10.61975400079973,12117.05418999918,3.0634615384615387,0.07219407375461791,0.0004165042716612571,44,62,450,970,3000,5900,8800,9400,12000,12000,12000
POST,/cin/create/287,526,5,44,1097.615604600812,9.928727999067632,39485.072662000675,3.171102661596958,0.07302708229794042,0.0006941737861020952,44,64,480,1200,3900,6700,9400,12000,39000,39000,39000
POST,/cin/create/288,498,5,43,900.2225520884163,8.893707999959588,13495.13366499923,3.2008032128514055,0.06913970909576868,0.0006941737861020952,43,72,460,770,2900,5800,8900,11000,13000,13000,13000
POST,/cin/create/289,559,1,42,887.5698721986056,14.184339999701479,13460.489130999122,3.032200357781753,0.07760862928621425,0.00013883475722041905,42,61,390,840,3200,5500,8800,11000,13000,13000,13000
POST,/cin/create/29,524,3,45,1072.6427021603324,12.383944000248448,13669.332297000437,3.062977099236641,0.07274941278349958,0.0004165042716612571,45,160,740,1300,3800,5900,10000,11000,14000,14000,14000
POST,/cin/create/290,590,2,43,882.8380181016702,6.900483000208624,13279.578958999991,3.0610169491525423,0.08191250676004723,0.0002776695144408381,43,56,280,720,3200,5700,9700,11000,13000,13000,13000
POST,/cin/create/291,538,4,45,1098.1366342918243,11.215835000257357,36154.33517600104,3.1524163568773234,0.07469309938458545,0.0005553390288816762,45,110,590,1100,3900,7000,9900,11000,36000,36000,36000
POST,/cin/create/292,528,1,44,1014.6468918920639,13.274279999677674,31717.291415001455,3.034090909090909,0.07330475181238126,0.00013883475722041905,44,65,530,1000,3300,5700,11000,13000,32000,32000,32000
POST,/cin/create/293,506,3,43,1047.3782863853542,14.16078500005824,12894.852661998812,3.0237154150197627,0.07025038715353203,0.0004165042716612571,43,66,710,1300,3900,6800,9200,11000,13000,13000,13000
POST,/cin/create/294,501,3,46,967.8662112834008,8.604714999819407,15434.249161999105,3.1077844311377247,0.06955621336742994,0.0004165042716612571,46,82,400,860,3300,6100,9400,12000,15000,15000,15000
POST,/cin/create/295,553,3,45,1150.0843754105094,10.444733999975142,35960.11256100064,3.097649186256781,0.07677562074289174,0.0004165042716612571,45,78,740,1200,4100,7200,9500,12000,36000,36000,36000
POST,/cin/create/296,528,3,43,1050.393824507549,11.866389000715571,15372.914171000957,3.102272727272727,0.07330475181238126,0.0004165042716612571,44,63,330,1100,4200,7200,9400,10000,15000,15000,15000
POST,/cin/create/297,521,2,44,1018.593277865615,14.04925999850093,36545.875851001256,3.0287907869481767,0.07233290851183832,0.0002776695144408381,44,79,660,1100,3400,6600,9100,9900,37000,37000,37000
POST,/cin/create/298,546,2,42,848.8960321153469,13.264208999316907,14737.862807998681,3.065934065934066,0.0758037774423488,0.0002776695144408381,42,59,320,710,2900,5600,8200,11000,15000,15000,15000
POST,/cin/create/299,552,8,45,1105.0301170887699,7.704624000325566,12238.213983000605,3.1847826086956523,0.07663678598567131,0.0011106780577633524,45,81,700,1300,4300,6700,10000,11000,12000,12000,12000
POST,/cin/create/3,494,0,44,1236.1785834777195,13.802076999127166,14287.132576000658,3.0,0.068584370066887,0.0,44,94,650,1700,4400,8100,10000,12000,14000,14000,14000
POST,/cin/create/30,528,3,45,964.2081685113785,15.077497999300249,12550.57713000133,3.022727272727273,0.07330475181238126,0.0004165042716612571,45,98,740,1400,3200,5600,8600,11000,13000,13000,13000
POST,/cin/create/300,493,4,43,875.7929128722533,10.979015998600516,16959.6669019993,3.1663286004056794,0.06844553530966659,0.0005553390288816762,43,60,320,670,2400,6400,10000,13000,17000,17000,17000
